question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
"If log_2(x) + log_4(x) = 4.5, find the value of x.",16,84,4,8,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,TCS,Expert
Find the remainder when 5^241 is divided by 11.,5,6,1,4,5,"By Fermat's Little Theorem, since 11 is prime, 5^10 ≡ 1 (mod 11). Therefore, 5^241 = (5^10)^24 * 5^1 ≡ 1^24 * 5 ≡ 5 (mod 11).",numerical,4,Amazon,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,20 liters,22.50 liters,20.50 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",64,16,32,8,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Microsoft,Expert
Find the remainder when 5^171 is divided by 11.,4,6,5,1,5,"By Fermat's Little Theorem, since 11 is prime, 5^10 ≡ 1 (mod 11). Therefore, 5^171 = (5^10)^17 * 5^1 ≡ 1^17 * 5 ≡ 5 (mod 11).",numerical,4,Cognizant,Expert
A container contains 40 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,28.62 liters,30.62 liters,30 liters,30.62 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 5/40)^2 = 40 * (35/40)^2 = 30.62 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",8,8,4,16,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Wipro,Expert
Find the remainder when 3^289 is divided by 13.,2,3,4,1,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^289 = (3^12)^24 * 3^1 ≡ 1^24 * 3 ≡ 3 (mod 13).",numerical,4,Cognizant,Expert
A container contains 60 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,41.67 liters,40 liters,39.67 liters,48.00 liters,41.67 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 10/60)^2 = 60 * (50/60)^2 = 41.67 liters.,numerical,4,Tech Mahindra,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",8,64,16,32,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Amazon,Expert
Find the remainder when 2^337 is divided by 13.,1,28,3,2,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^337 = (2^12)^28 * 2^1 ≡ 1^28 * 2 ≡ 2 (mod 13).",numerical,4,Capgemini,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,50.27 liters,48.00 liters,52.27 liters,52 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,Accenture,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",56,8,16,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Google,Expert
Find the remainder when 4^265 is divided by 13.,4,5,1,3,4,"By Fermat's Little Theorem, since 13 is prime, 4^12 ≡ 1 (mod 13). Therefore, 4^265 = (4^12)^22 * 4^1 ≡ 1^22 * 4 ≡ 4 (mod 13).",numerical,4,Amazon,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,30.40 liters,32 liters,32.00 liters,32.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,16,32,19,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,TCS,Expert
Find the remainder when 2^121 is divided by 13.,2,3,92,1,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^121 = (2^12)^10 * 2^1 ≡ 1^10 * 2 ≡ 2 (mod 13).",numerical,4,Accenture,Expert
A container contains 60 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40 liters,48.00 liters,41.67 liters,39.67 liters,41.67 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 10/60)^2 = 60 * (50/60)^2 = 41.67 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,30,32,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Tech Mahindra,Expert
Find the remainder when 4^231 is divided by 11.,1,3,4,5,4,"By Fermat's Little Theorem, since 11 is prime, 4^10 ≡ 1 (mod 11). Therefore, 4^231 = (4^10)^23 * 4^1 ≡ 1^23 * 4 ≡ 4 (mod 11).",numerical,4,Accenture,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,50.42 liters,48.42 liters,50 liters,48.00 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Infosys,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",35,16,8,32,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Tech Mahindra,Expert
Find the remainder when 4^231 is divided by 11.,4,1,3,5,4,"By Fermat's Little Theorem, since 11 is prime, 4^10 ≡ 1 (mod 11). Therefore, 4^231 = (4^10)^23 * 4^1 ≡ 1^23 * 4 ≡ 4 (mod 11).",numerical,4,Microsoft,Expert
A container contains 40 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,30 liters,28.62 liters,32.00 liters,30.62 liters,30.62 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 5/40)^2 = 40 * (35/40)^2 = 30.62 liters.,numerical,4,Capgemini,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",32,51,8,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Wipro,Expert
Find the remainder when 2^199 is divided by 7.,67,2,3,1,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^199 = (2^6)^33 * 2^1 ≡ 1^33 * 2 ≡ 2 (mod 7).",numerical,4,Infosys,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32 liters,32.00 liters,32.40 liters,30.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Infosys,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",64,8,16,32,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Cognizant,Expert
Find the remainder when 2^337 is divided by 13.,60,1,2,3,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^337 = (2^12)^28 * 2^1 ≡ 1^28 * 2 ≡ 2 (mod 13).",numerical,4,Cognizant,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,40.00 liters,30.00 liters,30 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,Amazon,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",16,32,64,8,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Wipro,Expert
Find the remainder when 3^349 is divided by 13.,1,4,2,3,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^349 = (3^12)^29 * 3^1 ≡ 1^29 * 3 ≡ 3 (mod 13).",numerical,4,Infosys,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.00 liters,40.32 liters,42.32 liters,42 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Google,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",16,42,8,4,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Capgemini,Expert
Find the remainder when 2^301 is divided by 13.,9,2,1,3,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^301 = (2^12)^25 * 2^1 ≡ 1^25 * 2 ≡ 2 (mod 13).",numerical,4,Wipro,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,52 liters,48.00 liters,50.27 liters,52.27 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",32,16,8,64,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,TCS,Expert
Find the remainder when 5^469 is divided by 13.,5,4,1,6,5,"By Fermat's Little Theorem, since 13 is prime, 5^12 ≡ 1 (mod 13). Therefore, 5^469 = (5^12)^39 * 5^1 ≡ 1^39 * 5 ≡ 5 (mod 13).",numerical,4,Wipro,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,32.40 liters,32 liters,30.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",32,64,16,8,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Cognizant,Expert
Find the remainder when 2^433 is divided by 13.,2,27,3,1,2,"By Fermat's Little Theorem, since 13 is prime, 2^12 ≡ 1 (mod 13). Therefore, 2^433 = (2^12)^36 * 2^1 ≡ 1^36 * 2 ≡ 2 (mod 13).",numerical,4,Cognizant,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.32 liters,42.32 liters,40.00 liters,42 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Tech Mahindra,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",32,64,8,16,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,TCS,Expert
Find the remainder when 3^265 is divided by 13.,2,4,1,3,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^265 = (3^12)^22 * 3^1 ≡ 1^22 * 3 ≡ 3 (mod 13).",numerical,4,TCS,Expert
A container contains 50 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.00 liters,32.00 liters,30.00 liters,30 liters,32.00 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 10/50)^2 = 50 * (40/50)^2 = 32.00 liters.,numerical,4,Capgemini,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",8,10,32,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Google,Expert
Find the remainder when 5^145 is divided by 7.,4,5,6,1,5,"By Fermat's Little Theorem, since 7 is prime, 5^6 ≡ 1 (mod 7). Therefore, 5^145 = (5^6)^24 * 5^1 ≡ 1^24 * 5 ≡ 5 (mod 7).",numerical,4,Wipro,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,50.42 liters,48.00 liters,48.42 liters,50 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",4,8,5,16,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Tech Mahindra,Expert
Find the remainder when 3^373 is divided by 13.,3,1,4,2,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^373 = (3^12)^31 * 3^1 ≡ 1^31 * 3 ≡ 3 (mod 13).",numerical,4,Tech Mahindra,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,52 liters,50.27 liters,52.27 liters,48.00 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,Microsoft,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",33,32,16,8,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Capgemini,Expert
Find the remainder when 3^457 is divided by 13.,2,3,1,4,3,"By Fermat's Little Theorem, since 13 is prime, 3^12 ≡ 1 (mod 13). Therefore, 3^457 = (3^12)^38 * 3^1 ≡ 1^38 * 3 ≡ 3 (mod 13).",numerical,4,Wipro,Expert
A container contains 60 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,52 liters,52.27 liters,50.27 liters,48.00 liters,52.27 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 4/60)^2 = 60 * (56/60)^2 = 52.27 liters.,numerical,4,TCS,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",64,8,32,16,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Infosys,Expert
Find the remainder when 5^171 is divided by 11.,5,6,1,4,5,"By Fermat's Little Theorem, since 11 is prime, 5^10 ≡ 1 (mod 11). Therefore, 5^171 = (5^10)^17 * 5^1 ≡ 1^17 * 5 ≡ 5 (mod 11).",numerical,4,Microsoft,Expert
A container contains 60 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,50 liters,50.42 liters,48.00 liters,48.42 liters,50.42 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 60 * (1 - 5/60)^2 = 60 * (55/60)^2 = 50.42 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",32,64,8,16,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Infosys,Expert
Find the remainder when 5^281 is divided by 11.,5,6,1,4,5,"By Fermat's Little Theorem, since 11 is prime, 5^10 ≡ 1 (mod 11). Therefore, 5^281 = (5^10)^28 * 5^1 ≡ 1^28 * 5 ≡ 5 (mod 11).",numerical,4,Capgemini,Expert
A container contains 50 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40.32 liters,42.32 liters,42 liters,40.00 liters,42.32 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 4/50)^2 = 50 * (46/50)^2 = 42.32 liters.,numerical,4,Cognizant,Expert
"If log_2(x) + log_4(x) = 4.5, find the value of x.",79,4,8,16,8,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 4.5 => log_2(x) = 3 => x = 2^3 = 8.,numerical,4,Cognizant,Expert
Find the remainder when 2^121 is divided by 7.,25,1,2,3,2,"By Fermat's Little Theorem, since 7 is prime, 2^6 ≡ 1 (mod 7). Therefore, 2^121 = (2^6)^20 * 2^1 ≡ 1^20 * 2 ≡ 2 (mod 7).",numerical,4,Accenture,Expert
A container contains 50 liters of pure milk. 5 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,40 liters,40.00 liters,38.50 liters,40.50 liters,40.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 50 * (1 - 5/50)^2 = 50 * (45/50)^2 = 40.50 liters.,numerical,4,Capgemini,Expert
"If log_2(x) + log_4(x) = 7.5, find the value of x.",16,64,8,32,32,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 7.5 => log_2(x) = 5 => x = 2^5 = 32.,numerical,4,Google,Expert
Find the remainder when 3^217 is divided by 7.,2,1,3,4,3,"By Fermat's Little Theorem, since 7 is prime, 3^6 ≡ 1 (mod 7). Therefore, 3^217 = (3^6)^36 * 3^1 ≡ 1^36 * 3 ≡ 3 (mod 7).",numerical,4,Google,Expert
A container contains 40 liters of pure milk. 4 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,32.00 liters,32.40 liters,32 liters,30.40 liters,32.40 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 4/40)^2 = 40 * (36/40)^2 = 32.40 liters.,numerical,4,Wipro,Expert
"If log_2(x) + log_4(x) = 6, find the value of x.",32,8,70,16,16,Change base to 2: log_2(x) + log_2(x)/2 = 1.5 * log_2(x) = 6.0 => log_2(x) = 4 => x = 2^4 = 16.,numerical,4,Capgemini,Expert
Find the remainder when 5^361 is divided by 13.,5,6,4,1,5,"By Fermat's Little Theorem, since 13 is prime, 5^12 ≡ 1 (mod 13). Therefore, 5^361 = (5^12)^30 * 5^1 ≡ 1^30 * 5 ≡ 5 (mod 13).",numerical,4,Wipro,Expert
A container contains 40 liters of pure milk. 10 liters of milk is replaced with water. This process is repeated one more time. What is the remaining quantity of pure milk in the container?,20.50 liters,20 liters,22.50 liters,32.00 liters,22.50 liters,Quantity of milk left = Capacity * (1 - replaced/Capacity)^cycles = 40 * (1 - 10/40)^2 = 40 * (30/40)^2 = 22.50 liters.,numerical,4,Microsoft,Expert
